Date: 20.2.2020 , In use by: Mena
Daytime: 12:11:3, Temperature: 26°C
ID, strain4A, strain4B, loadcell y, temp [°C], runtime [ms]
BASELINE Time: 12:11:27
2, 1847847.00, 8927750.00, 8492792.00,26, 0
3, 1847676.00, 8927916.00, 8492677.00,26, 104
4, 1847324.00, 8928037.00, 8492624.00,26, 209
5, 1846978.00, 8928162.00, 8492637.00,26, 313
6, 1846984.00, 8928209.00, 8492605.00,26, 418
7, 1846979.00, 8928241.00, 8492646.00,26, 522
8, 1846999.00, 8928340.00, 8492592.00,26, 627
9, 1846962.00, 8928451.00, 8492427.00,26, 731
10, 1846992.00, 8928493.00, 8492406.00,26, 836
11, 1846964.00, 8928488.00, 8492394.00,26, 940
12, 1846895.00, 8928485.00, 8492563.00,26, 1045
13, 1846825.00, 8928449.00, 8492473.00,26, 1149
14, 1846756.00, 8928421.00, 8492252.00,26, 1254
15, 1846742.00, 8928440.00, 8492299.00,26, 1358
16, 1846655.00, 8928431.00, 8492605.00,26, 1463
17, 1846579.00, 8928485.00, 8492358.00,26, 1567
18, 1846604.00, 8928573.00, 8492483.00,26, 1672
19, 1846612.00, 8928722.00, 8492609.00,26, 1776
20, 1846579.00, 8928796.00, 8492615.00,26, 1881
21, 1846538.00, 8928849.00, 8492613.00,26, 1985
22, 1846561.00, 8928923.00, 8492700.00,26, 2090
23, 1846578.00, 8929028.00, 8492499.00,26, 2194
24, 1846545.00, 8929113.00, 8492565.00,26, 2299
25, 1846471.00, 8929157.00, 8492416.00,26, 2403
26, 1846447.00, 8929175.00, 8492493.00,26, 2508
27, 1846490.00, 8929139.00, 8492494.00,26, 2612
28, 1846530.00, 8929121.00, 8492571.00,26, 2717
29, 1846577.00, 8929113.00, 8492558.00,26, 2821
30, 1846626.00, 8929107.00, 8492445.00,26, 2926
31, 1846640.00, 8929167.00, 8492382.00,26, 3030
32, 1846602.00, 8929182.00, 8492317.00,26, 3135
33, 1846529.00, 8929214.00, 8492379.00,26, 3239
34, 1846485.00, 8929303.00, 8492892.00,26, 3344
35, 1846506.00, 8929389.00, 8492813.00,26, 3448
36, 1846555.00, 8929444.00, 8492623.00,26, 3553
37, 1846620.00, 8929501.00, 8492383.00,26, 3657
38, 1846637.00, 8929537.00, 8492446.00,26, 3762
39, 1846633.00, 8929585.00, 8492916.00,26, 3866
40, 1846637.00, 8929689.00, 8492788.00,26, 3971
41, 1846602.00, 8929674.00, 8492573.00,26, 4075
42, 1846600.00, 8929658.00, 8492356.00,26, 4180
43, 1846623.00, 8929660.00, 8492138.00,26, 4284
44, 1846642.00, 8929647.00, 8492347.00,26, 4389
45, 1846693.00, 8929629.00, 8492559.00,26, 4494
46, 1846646.00, 8929638.00, 8492667.00,26, 4598
47, 1846676.00, 8929675.00, 8492482.00,26, 4703
48, 1846718.00, 8929689.00, 8492475.00,26, 4807
49, 1846711.00, 8929782.00, 8492798.00,26, 4912
50, 1846666.00, 8929923.00, 8492649.00,26, 5016
51, 1846639.00, 8929954.00, 8492487.00,26, 5121
52, 1846626.00, 8930020.00, 8492505.00,26, 5225
53, 1846659.00, 8930140.00, 8492482.00,26, 5330
54, 1846649.00, 8930179.00, 8492472.00,26, 5434
55, 1846620.00, 8930219.00, 8492458.00,26, 5539
56, 1846650.00, 8930261.00, 8492401.00,26, 5643
57, 1846657.00, 8930309.00, 8492542.00,26, 5748
58, 1846629.00, 8930343.00, 8492801.00,26, 5852
59, 1846659.00, 8930331.00, 8492510.00,26, 5957
60, 1846744.00, 8930328.00, 8492519.00,26, 6061
61, 1846686.00, 8930332.00, 8492497.00,26, 6166
62, 1846653.00, 8930322.00, 8492586.00,26, 6270
63, 1846639.00, 8930294.00, 8492513.00,26, 6375
64, 1846661.00, 8930275.00, 8492510.00,26, 6479
65, 1846712.00, 8930337.00, 8492554.00,26, 6584
66, 1846688.00, 8930414.00, 8492656.00,26, 6688
67, 1846645.00, 8930468.00, 8492546.00,26, 6793
68, 1846649.00, 8930533.00, 8492609.00,26, 6897
69, 1846642.00, 8930655.00, 8492626.00,26, 7002
70, 1846680.00, 8930719.00, 8492664.00,26, 7106
71, 1846676.00, 8930796.00, 8492644.00,26, 7211
72, 1846678.00, 8930860.00, 8492493.00,26, 7315
73, 1846674.00, 8930878.00, 8492552.00,26, 7420
74, 1846621.00, 8930897.00, 8492468.00,26, 7524
75, 1846638.00, 8930894.00, 8492638.00,26, 7629
76, 1846631.00, 8930945.00, 8492572.00,26, 7733
77, 1846611.00, 8930917.00, 8492317.00,26, 7838
78, 1846673.00, 8930894.00, 8492411.00,26, 7942
79, 1846693.00, 8930915.00, 8492625.00,26, 8047
80, 1846695.00, 8930958.00, 8492492.00,26, 8151
81, 1846721.00, 8930926.00, 8492432.00,26, 8256
82, 1846768.00, 8930923.00, 8492346.00,26, 8360
83, 1846742.00, 8931095.00, 8492325.00,26, 8465
84, 1846726.00, 8931165.00, 8492454.00,26, 8569
85, 1846723.00, 8931242.00, 8492531.00,26, 8674
86, 1846724.00, 8931287.00, 8492515.00,26, 8778
87, 1846716.00, 8931303.00, 8492468.00,26, 8883
88, 1846718.00, 8931384.00, 8492619.00,26, 8987
89, 1846777.00, 8931459.00, 8492491.00,26, 9092
90, 1846764.00, 8931442.00, 8492448.00,26, 9196
91, 1846810.00, 8931549.00, 8492385.00,26, 9301
92, 1846795.00, 8931562.00, 8492505.00,26, 9405
93, 1846751.00, 8931564.00, 8492496.00,26, 9510
94, 1846805.00, 8931535.00, 8492453.00,26, 9614
95, 1846804.00, 8931557.00, 8492436.00,26, 9719
96, 1846804.00, 8931531.00, 8492401.00,26, 9823
97, 1846846.00, 8931487.00, 8492511.00,26, 9928
98, 1846859.00, 8931505.00, 8492587.00,26, 10032
99, 1846896.00, 8931587.00, 8492557.00,26, 10137
100, 1846864.00, 8931726.00, 8492780.00,26, 10241
101, 1846875.00, 8931838.00, 8492492.00,26, 10346
102, 1846905.00, 8931876.00, 8492510.00,26, 10450
103, 1846891.00, 8931876.00, 8492495.00,26, 10555
104, 1846913.00, 8931946.00, 8492279.00,26, 10659
105, 1846895.00, 8931976.00, 8492351.00,26, 10764
106, 1846846.00, 8932072.00, 8492270.00,26, 10868
107, 1846873.00, 8932120.00, 8492105.00,26, 10973
108, 1846955.00, 8932145.00, 8492248.00,26, 11077
109, 1847013.00, 8932225.00, 8492567.00,26, 11182
110, 1847031.00, 8932253.00, 8492712.00,26, 11286
111, 1847045.00, 8932202.00, 8492642.00,27, 11391
112, 1847024.00, 8932254.00, 8492757.00,27, 11495
113, 1847001.00, 8932283.00, 8492677.00,27, 11600
114, 1847005.00, 8932239.00, 8492499.00,27, 11704
115, 1846958.00, 8932344.00, 8492292.00,27, 11809
116, 1846946.00, 8932409.00, 8492423.00,27, 11913
117, 1847003.00, 8932499.00, 8492600.00,27, 12018
118, 1846983.00, 8932497.00, 8492835.00,27, 12122
119, 1846994.00, 8932521.00, 8492723.00,27, 12227
120, 1846965.00, 8932559.00, 8492545.00,27, 12331
121, 1846950.00, 8932674.00, 8492516.00,27, 12436
122, 1846954.00, 8932753.00, 8492518.00,27, 12540
123, 1846952.00, 8932776.00, 8492628.00,27, 12645
124, 1846960.00, 8932768.00, 8492500.00,27, 12749
125, 1846965.00, 8932726.00, 8492493.00,27, 12854
126, 1847283.00, 8932322.00, 8492222.00,27, 12958
127, 1847400.00, 8932215.00, 8492346.00,27, 13063
128, 1847485.00, 8932231.00, 8492563.00,27, 13167
129, 1847482.00, 8932233.00, 8492412.00,27, 13272
130, 1847436.00, 8932217.00, 8492337.00,27, 13376
131, 1847415.00, 8932330.00, 8492589.00,27, 13481
132, 1847381.00, 8932432.00, 8492482.00,27, 13585
133, 1847350.00, 8932459.00, 8492485.00,27, 13690
134, 1847375.00, 8932525.00, 8492312.00,27, 13794
135, 1847371.00, 8932577.00, 8492373.00,27, 13899
136, 1847309.00, 8932643.00, 8492500.00,27, 14003
137, 1847286.00, 8932773.00, 8492310.00,27, 14108
138, 1847306.00, 8932817.00, 8492590.00,27, 14212
139, 1847307.00, 8932971.00, 8492529.00,27, 14317
140, 1847304.00, 8933022.00, 8492452.00,27, 14421
141, 1847340.00, 8933028.00, 8492401.00,27, 14526
142, 1847358.00, 8933039.00, 8492254.00,27, 14630
143, 1847339.00, 8933147.00, 8492328.00,27, 14735
144, 1847345.00, 8933186.00, 8492542.00,27, 14839
145, 1847293.00, 8933143.00, 8492533.00,27, 14944
146, 1847183.00, 8933100.00, 8492370.00,27, 15048
147, 1846865.00, 8932764.00, 8492505.00,27, 15153
BASELINE Time: 12:14:28
